Menu_ID,Menu_name,Menu_ingredient,Ingredient_split,Menu_process,Menu_TYPEID
M021,จับฉ่าย,"กระดูกหมู, ผักโขม, กะหล่ำปลี, ขึ้นฉ่าย, หัวไชเท้า, เห็ดหอม, รากผักชี, พริกไทย, กระเทียม, ซอสปรุงรส, ซีอิ๊วขาว, เกลือ, ซอสหอยนางรม, น้ำตาลปี๊บ, น้ำมันพืช","กระดูกหมู 1.5 กก.
ผักโขม 500 กรัม
กะหล่ำปลี ½ หัวเล็ก
ขึ้นฉ่าย 300 กรัม
หัวไชเท้า 1 หัวใหญ่
เห็ดหอม 150 กรัม
รากผักชี 10 ราก
พริกไทย 40 เม็ด
กระเทียมไทย 2 หัว
ซอสปรุงรส 4 ช้อนโต๊ะ
ซีอิ๊วขาว 6-8 ช้อนโต๊ะ
เกลือป่น 1 ช้อนโต๊ะ
ซอสหอยนางรม 3 ช้อนโต๊ะ
น้ำตาลปี๊บ 1 ½ ช้อนโต๊ะ
น้ำมันพืช 1 ช้อนโต๊ะ","-ตั้งหม้อใส่น้ำเปล่า กระดูกหมู หัวไชเท้า และเกลือลงไป ต้มจนเดือด
-โขลกรากผักชีกระเทียมพริกไทยเข้าด้วยกัน แล้วนำไปผัดในกระทะกับน้ำมันพืชให้หอม
-ใส่เห็ดหอมและน้ำสต๊อกตามลงไปเล็กน้อย แล้วใส่ผักโขม ผักกะหล่ำปลี ขึ้นฉ่ายลงไปผัด
-ปรุงรสด้วยซีอิ๊วขาว น้ำตาลปี๊บ และซอสหอยนางรม ผัดจนผักสลด แล้วตักใส่หม้อน้ำสต๊อก ต้มต่ออีก 20-30 นาที
-พอต้มจับฉ่ายได้ที่แล้ว ตักใส่จานจัดเสิร์ฟ",MT001
M022,ต้มซุป,"ปีกไก่บน, แคร์รอต, หอมใหญ่, ขึ้นฉ่าย, ซีอิ๊วขาว, เกลือ, ซุปก้อน, น้ำตาลทรายขาว, มะเขือเทศ","ปีกไก่บน 1/2 โล
แคร์รอต 1-2 หัว
หัวหอมใหญ่ 1-2 หัว
ขึ้นฉ่าย 1 กำเล็ก
ซีอิ๊วขาว 2 ช้อน
เกลือ 1/2 ช้อนเล็ก
ซุปก้อน 1 ก้อน
น้ำตาลทรายขาว 1/2 ช้อน
มะเขือเทศ 2-3 ลูก","-ต้มน้ำให้เดือด ระหว่างรอน้ำเดือด นำแคร์รอต มะเขือเทศ หัวหอมใหญ่ มาล้างให้สะอาด แล้วหั่นเป็นชิ้นขนาดแล้วแต่ชอบ
-ล้างขึ้นฉ่ายหั่นประมาณ 1 นิ้ว
-เอาปีกไก่บนมาล้างให้สะอาดสัก 2-3 น้ำ
-น้ำเดือดใส่เกลือเล็กน้อย ใส่ซุปก้อน และใส่น่องไก่ที่เราเตรียมไว้ ไฟอ่อนถึงไฟกลาง และคอยช้อนฟองหรือมันทิ้ง ต้มประมาณ 25-30 นาที
เคล็ดลับ: อย่าเปิดไฟแรง เด่วน้ำจะขุ่น
-หลังจากไก่เริ่มจะสุกนุ่มได้ที่ ให้ใส่ผักที่เราเตรียมไว้ลงไป ต้มต่อไปอีก 15 นาที
เคล็ดลับ: ขั้นตอนนี้ขึ้นอยู่กับความชอบ เราชอบทานผักนุ่มๆเลยต้มนานหน่อย
-ชิมและปรุงรสที่ชอบ และใส่ขึ้นฉ่ายเป็นขั้นตอนสุดท้าย ปิดแก๊ซได้เลย",MT001
M023,ข้าวซอย,"น่องไก่, น้ำพริกข้าวซอย, กะทิ, เส้นข้าวซอย, น้ำมันพืช, น้ำปลา, เกลือ, น้ำตาลมะพร้าว, พริกผัด, น้ำ, หอมแขก, ผักกาดดอง, ต้นหอม, ผักชี","น่องไก่ 3 น่องใหญ่
น้ำพริกข้าวซอย 100 กรัม
กะทิ 500 กรัม
เส้นข้าวซอยหรือเส้นหมี่ไข่อิสลาม 100 กรัม
น้ำมันพืช 3 ถ้วยตวง
น้ำปลา 3 ช้อนโต๊ะ
เกลือ 2 ช้อนชา
น้ำตาลมะพร้าว 1.5 ช้อนโต๊ะ
พริกผัด 1 ช้อนโต๊ะ
น้ำ 1.5 ลิตร
หอมแขกซอย
ผักกาดดองซอย
ต้นหอมผักชี","-ตั้งหม้อหรือกระทะใบใหญ่ให้ร้อน ใส่กะทิลงไปเคี่ยวสักพัก ตามด้วยเครื่องแกง จากนั้นเคี่ยวจนกะทิให้แตกมัน
-ใส่น่องไก่ลงไปผัดให้เข้ากับกะทิ แล้วเติมกะทิลงไปจนหมด เคี่ยวต่อให้ไก่เปื่อย สัก 30-40 นาที
-ลวกเส้นข้าวซอยให้นุ่มก่อนนำไปทอดค่ะ โดยเราจะนำไปลวกในน้ำเดือด โดยใช้เวลาประมาณ 8 นาที
-โดยแบ่งเส้นข้าวซอยที่ลวกแล้วสัก 2 หยิบมือ ผึ่งให้แห้งแล้วนำลงทอดในน้ำมันพืชปาล์มเดือด ๆ สักพักให้กรอบ แล้วตักขึ้นพักไว้ค่ะ
-ตักเส้นข้าวซอยลวกลงในชาม แล้วตักน้ำข้าวซอย พร้อมน่องไก่ราดลงไป
-ตกแต่งด้วยข้าวซอยทอดและต้นหอมผักชีซอย ทานพร้อมพริกผัด หอมแดงซอย และผักกาดดอง",MT001
M024,ข้าวผัดไข่,"กระเทียม, น้ำมันพืช, ไข่ไก่, ข้าวสวย, ซอสปรุงรส, ซีอิ๊วขาว, น้ำตาลทรายขาว, ต้นหอม, พริกไทย, ต้นหอม, มะนาว","กระเทียมสับ
น้ำมันพืช
ไข่ 2 ฟอง
ข้าวสวยหุงสุก
ซอสปรุงรส
ซีอิ๊วขาว
น้ำตาลทรายขาวทราย
ต้นหอมซอย
พริกไทย
ต้นหอม
มะนาว",#NAME?,MT001
M025,ไก่ย่างหนังกรอบ,"เนื้อสะโพกไก่, ซีอิ๊วขาว, ซอสหอยนางรม, พริกไทยขาว, ลูกผักชี, ผงปรุงรส, น้ำมันมะกอก","เนื้อสะโพกไก่ 4 ชิ้นใหญ่
ซีอิ๊วขาว 2-3 ช้อนโต๊ะ
ซอสหอยนางรม 2-3 ช้อนโต๊ะ
พริกไทยขาว 2-3 ช้อนชา
ลูกผักชี 2-3 ช้อนชา
ผงปรุงรส 2 ช้อนชา
น้ำมันมะกอก 1 ถ้วย","-นำส่วนผสมที่เตรียมไว้มาคลุกเคล้ากับเนื้อสะโพกไก่ (ยกเว้น น้ำมันมะกอก)
-นวดให้เข้ากัน
-หมักไว้ประมาณ 45 นาที หรือ 1 ชั่วโมง
-เมื่อครบเวลาหมักแล้วนำน้ำมันมะกอกมาทาบนผิวสะโพกไก่ให้ทั่ว
-จากนั้นนำไปย่างโดยใช้ไฟกลาง (ในสูตรใช้หม้อทอดไร้น้ำมันพืชที่อุณหภูมิประมาณ 165 องศาเซลเซียส) เป็นเวลา 15 นาที
-ค่อย ๆ ย่างไปจ้า ใช้เวลาหน่อยแต่ไม่ต้องรีบ หนังจะกรอบหรือไม่กรอบวัดกันตรงนี้เลย 15 นาทีแรก หนังไก่เริ่มฟูพองมาแล้ว แต่เนื้อในยังไม่สุกนะจ๊ะ
-ให้นำน้ำมันมะกอกทาบนผิวหนังสะโพกไก่อีกครั้ง จากนั้นนำไปย่างต่ออีกประมาณ 10 นาที จนสุกทั่วเป็นอันเสร็จ",MT001
M026,ยำวุ้นเส้น,"วุ้นเส้น, หมูสับ, น้ำปลา, มะนาว, พริกจินดา, พริกขี้หนู, กระเทียมดอง, ต้นหอม, ขึ้นฉ่าย, มะเขือเทศ, หอมใหญ่","วุ้นเส้น (แช่น้ำและตัดเป็นท่อนสั้น ๆ)
หมูสับ 1 ถ้วย
น้ำกระเทียมดอง (ปรุงรส)
น้ำปลา (ปรุงรส)
มะนาว (ปรุงรส)
พริกจินดาซอย (ตามชอบ)
พริกขี้หนูซอย (ตามชอบ)
กระเทียมดองซอย
ต้นหอม (หั่นท่อน)
ขึ้นฉ่าย (หั่นท่อน)
มะเขือเทศ (หั่นแว่น)
หอมหัวใหญ่ซอย",#NAME?,MT001
M027,แกงจืดไข่น้ำ,"ไข่ไก่, ต้นหอม, กะหล่ำปลี, หมูสับ, ซอสปรุงรส, พริกไทยป่น, แคร์รอต, น้ำสต๊อก, น้ำมันพืช","ไข่ไก่3 ฟอง
ต้นหอม
กะหล่ำปลี
หมูสับปรุงรส
ซอสปรุงรส
พริกไทยป่น
แคร์รอต
น้ำสต๊อก
น้ำมันพืช ","-ตอกไข่ไก่ 3 ฟอง ลงชาม ตามด้วยซอสปรุงรส พริกไทยป่น ตีให้เข้ากัน
-หั่นกะหล่ำปลี ต้นหอม แคร์รอต หรือผักที่มีในตู้เย็น เป็นชิ้นเตรียมตัม
-เอาไข่ที่ตีทำเป็นไข่เจียว เสร็จแล้วหั่นเป็นชิ้นสี่เหลี่ยมเตรียมไว้
-ใส่น้ำสต๊อกลงหม้อ ใส่กะหล่ำกับแคร์รอตลงไป ต้มจนน้ำเดือด นำหมูสับปรุงรสปั้นเป็นก้อนใส่ลงไป พอหมูเริ่มสุก ใส่ไข่เจียวที่หั่นไว้ลงไป ต้มต่อจนผักนิ่มตามชอบ
-จัดเสิร์ฟใส่ชามโรยต้นหอมหรือผักชีตามชอบ",MT001
M028,ปลาหมึกผัดผงกะหรี่,"ปลาหมึกกล้วย, กระเทียม, หอมใหญ่, ต้นหอม, ขึ้นฉ่าย, พริกชี้ฟ้า, น้ำพริกเผา, ซอสหอยนางรม, ซีอิ๊วขาว, น้ำตาลทรายขาว, พริกไทยป่น, ผงกะหรี่, นมข้นจืด, ไข่ไก่","ปลาหมึกกล้วย หรือปลาหมึกอื่น ๆ ตามชอบ 2-3 ตัว
กระเทียมสับ
หอมใหญ่ 1 หัว
ต้นหอม (หั่นเป็นท่อน) 2-3 ต้น
ขึ้นฉ่าย (หั่นเป็นท่อน) 1 ถ้วย
พริกชี้ฟ้าแดง (หั่นเฉียง)
น้ำพริกเผา 1 ช้อนโต๊ะ
ซอสหอยนางรม 2 ช้อนโต๊ะ
ซีอิ๊วขาว 2 ช้อนโต๊ะ
น้ำตาลทรายขาวทราย 1/2 ช้อนโต๊ะ
พริกไทยป่น 1 ช้อนชา
ผงกะหรี่ 2 ช้อนโต๊ะ
นมข้นจืด 150 มิลลิลิตร
ไข่ไก่ 2-3 ฟอง",#NAME?,MT001
M029,แตงโมปลาแห้ง,"แตงโม, ปลาช่อนแดดเดียว, หอมเจียว, น้ำตาลทรายขาว, เกลือ, น้ำมันพืช","แตงโม 1/2 ลูก
ปลาช่อนแดดเดียว 200 กรัม
หอมเจียว 100 กรัม
น้ำตาลทรายขาวทราย 90 กรัม
กลือป่น 1 ช้อนชา
น้ำมันพืช เล็กน้อย",#NAME?,MT001
M030,หมูกรอบคั่วพริกเกลือ,"หมูกรอบ, พริกขี้หนู, กระเทียม, เกลือ, น้ำตาลทรายขาว, ต้นหอม, น้ำมันพืช","หมูกรอบ 200 กรัม (หั่นชิ้นพอดีคำ)
พริกขี้หนู 5-10 เม็ด (ตามระดับความเผ็ดที่ชอบ)
กระเทียมสับ 5-6 กลีบ
เกลือ ½ ช้อนชา
น้ำตาลทรายขาวทราย ½ ช้อนชา (ช่วยตัดรส)
ต้นหอมซอย 1 ต้น (เพิ่มความหอม)
น้ำมันพืช 1 ช้อนโต๊ะ","-ตั้งกระทะไฟกลาง ใส่น้ำมันพืชลงไป
-ใส่กระเทียมและพริกขี้หนูลงไป ผัดจนหอม (ระวังไหม้)
-ใส่หมูกรอบลงไป คั่วให้ได้กลิ่นหอมกระทะ
-ปรุงรสด้วยเกลือและน้ำตาลทรายขาว ผัดให้เข้ากัน
-ใส่ต้นหอมซอย ผัดต่ออีก 10 วินาที แล้วปิดไฟ
-ตักใส่จาน พร้อมเสิร์ฟ!",MT001
M031,กะหล่ำปลีผัดน้ำปลา,"กะหล่ำปลี, กระเทียม, น้ำปลา, น้ำตาลทรายขาว, น้ำมันพืช, น้ำ","กะหล่ำปลีครึ่งลูก
กระเทียม 7-8 กลีบ
น้ำปลา 1 ช้อนโต๊ะ
น้ำตาลทรายขาว 1 ช้อนชา
น้ำมันพืช
น้ำเปล่า 2 ช้อนโต๊ะ","-ตั้งกระทะไฟแรง ใส่น้ำมันพืช พอร้อนแล้วใส่กระเทียมลงไป ผัดจนหอม
-ใส่กะหล่ำปลีลงไป ผัดเร็ว ๆ เพื่อให้โดนไฟแรง แต่ยังคงความกรอบ
-ปรุงรสด้วยน้ำปลา และน้ำตาลทรายขาว ผัดให้เข้ากัน (ถ้าต้องการให้นุ่มขึ้น ให้เติมน้ำเปล่าเล็กน้อย)
-ผัดจนกะหล่ำปลีสลดลงเล็กน้อย (ประมาณ 1-2 นาที) อย่าผัดนานเกินไป เดี๋ยวจะเหนียว
-ปิดไฟ ตักใส่จาน พร้อมเสิร์ฟ!",MT001
M032,ข้าวไข่ดาว,"ข้าวสวย, ไข่ไก่, น้ำมันพืช, น้ำปลา, พริกขี้หนู, มะนาว","ข้าวสวย 1 จาน
ไข่ไก่ 1 ฟอง
น้ำมันพืช 2 ช้อนโต๊ะ
พริกขี้หนู (ตามชอบ)
น้ำปลา (ตามชอบ)",#NAME?,MT001
M033,น้ำแข็งไสน้ำแดง,"น้ำแข็ง, น้ำแดง, น้ำเชื่อม, นมข้นหวาน","น้ำแข็งสี่เหลี่ยมก้อนใหญ่
น้ำแดง
น้ำเชื่อม
นมข้น
เครื่องที่จะใส่ เช่น ขนมปัง เฉาก๊วย ทับทิมกรอบ ข้าวเหนียว วุ้นมะพร้าว ฯลฯ
ท๊อปปิ้ง เช่น โอโจ้ น้ำตาลทรายขาวเกล็ดสีๆ ช็อกโกแลต เยลลี่ ฯลฯ",#NAME?,MT002
M034,กล้วยบวชชี,"หัวกะทิ, กล้วยน้ำว้า, น้ำตาลปี๊บ, เกลือ, ใบเตย","หัวกะทิ 1,000 มิลลิลิตร
กล้วยน้ำว้า 1 หวี
น้ำตาลปี๊บ 120 กรัม
เกลือ 1/2 ช้อนชา
ใบเตย 5 ใบ ","-ปอกกล้วย หั่นชิ้นตามชอบ แล้วนำไปล้างในน้ำเปล่าผสมเกลือเพื่อไม่ให้กล้วยดำ
-นำกล้วยไปต้มให้น้ำเดือด 1 รอบเพื่อล้างยางกล้วย 
-ใส่ หัวกะทิแท้ครึ่งหนึ่งลงในหม้อ น้ำขึ้นตั้งไฟปานกลางค่อนอ่อนพอร้อน จากนั้นใส่มัดใบเตย กล้วยน้ำว้าที่ต้มไว้ น้ำตาลปี๊บ และเกลือ ตั้งให้เดือด คอยคนเรื่อย ๆ จนน้ำตาลทรายขาวละลายหมด แล้วเติมกะทิส่วนที่เหลือ
-ต้มต่อเล็กน้อยเพื่อให้กะทิเข้าเนื้อกล้วย ระวังอย่าให้นานจนเนื้อกล้วยเละ จากนั้นตักใส่ถ้วยเสิร์ฟให้สวยงาม",MT002
M035,ข้าวเหนียวมะม่วง,"ข้าวเหนียวเขี้ยวงู, กะทิ, น้ำตาลทรายขาว, เกลือ, แป้งข้าวเจ้า, ใบเตย, มะม่วง, ถั่วทอง","ข้าวเหนียวเขี้ยวงู 500 กรัม
กะทิ 400 มิลลิลิตร
น้ำตาลทรายขาว 150 กรัม
เกลือ 1 ช้อนชา 
แป้งข้าวเจ้า
ใบเตย 2-3 ใบ (เพิ่มความหอม)
มะม่วง 2 ลูก
ถั่วทอง","-ล้างข้าวเหนียวให้สะอาดแล้วแช่น้ำทิ้งไว้ข้ามคืน
-เติมน้ำลงในซึ้งนึ่ง นำขึ้นตั้งไฟค่อนข้างแรง รอจนน้ำเดือด จากนั้นสะเด็ดน้ำข้าวเหนียวขึ้นมาห่อผ้าขาวบาง 
-วางใบเตยลงไปประมาณ 2 ใบ แล้วนำไปนึ่ง นึ่งประมาณ 30 นาทีจนข้าวเหนียวสุก
-นำกะทิมาแบ่งไว้ 3/4 ถ้วย สำหรับกะทิส่วนที่เหลือให้นำไปใส่หม้อเล็กๆ เติมน้ำตาลทรายขาวและเกลือ 1 ช้อนชาลงไป จากนั้นนำไปตั้งบนไฟอ่อน
-ใส่ใบเตยที่เหลือลงในหม้อกะทิ ใช้ทัพพีคนเรื่อยๆ จนน้ำตาลทรายขาวละลาย อย่าให้กะทิเป็นก้อน รอจนกะทิเดือดจึงปิดเตาและยกลงพักไว้
-ตักข้าวเหนียวที่สุกแล้วใส่ลงในอ่างผสม เทกะทิร้อนๆ ใส่ลงไป คนเร็วๆ ให้ทั่วแล้วปิดฝาให้ข้าวเหนียวระอุอีกประมาณ 15 นาที
-นำกะทิ 3/4 ถ้วยที่แบ่งไว้มาผสมกับแป้งข้าวเจ้าและเกลือ นำไปตั้งไฟแล้วคนเรื่อยๆ จนกะทิข้นและเดือด เพื่อใช้เป็นกะทิสำหรับราดหน้า
-ตักข้าวเหนียวใส่จาน ราดด้วยน้ำกะทิที่เตรียมไว้ เสิร์ฟพร้อมมะม่วงสุก",MT002
M036,สาคูต้นต้นข้าวโพดมะพร้าวอ่อน,"ข้าวโพด, เนื้อมะพร้าว, ใบเตย, สาคูต้น, น้ำตาลทรายขาว, กะทิ","ข้าวโพด 250 กรัม
เนื้อมะพร้าว ตามชอบ
ใบเตย 3 ใบ
สาคูต้น 250 กรัม
น้ำตาลทรายขาว 400 กรัม
กระทิ 500 ml",#NAME?,MT002
M037,ขนมกล้วย,"กล้วยน้ำว้า, แป้งมัน, แป้งท้าวยายม่อม, หัวกะทิ, น้ำตาลทรายขาว, เกลือ, มะพร้าวทึนทึก","กล้วยน้ำว้า 10 ผล ( 600-650 กรัม)
แป้งข้าวเจ้า 80 กรัม
แป้งมัน 40 กรัม
แป้งท้าวยายม่อม 1 ช้อนตวง
หัวกะทิ 260 กรัม
น้ำตาลทรายขาวทราย 130 กรัม (ชอบหวานเพิ่มเป็น150 กรัม)
เกลือป่น 1/2 ช้อนชา
มะพร้าวทึนทึกขูดเส้น 1/2 ลูก","-ปลอกกล้วย หั่นเป็นชิ้นเล็กๆ เตรียมไว้
-จากนั้นผสมแป้งข้าวเจ้า แป้งมัน และแป้งเท้ายายม่อม 
-ใส่หัวกะทิลงไปเล็กน้อย ให้พอตั้งแป้งให้เป็นก้อน นวดต่อไปเป็นเวลา 5 นาที
-ใส่กล้วยลงไป ตามด้วยน้ำตาลทรายขาว เกลือป่น ขยำให้เข้ากัน ให้กล้วยมีขนาดเล็กลงแต่ไม่ต้องเละ
-เติมน้ำกะทิที่เหลือลงไปทั้งหมด คนผสมให้เข้ากันอีกครั้ง
-ตั้งหม้อนึ่ง หยอดขนมใส่ถ้วยตะไล โรยมะพร้าวทึนทึกลงไป 
-นำไปนึ่งด้วยไฟกลาง ใช้เวลา 20 นาที เป็นอันเสร็จ",MT002
M038,สังขยาไข่โบราณ,"ไข่เป็ด, ไข่ไก่, น้ำ, หัวกะทิ, น้ำตาลมะพร้าว, ใบเตย","ไข่เป็ด 4 ฟอง
ไข่ไก่ 1 ฟอง
น้ำเปล่า 3 ช้อนโต๊ะ
หัวกะทิ 250 มิลลิลิตร
น้ำตาลมะพร้าว 100 กรัม (แนะนำให้ชิมทุกครั้ง เนื่องจากน้ำตาลทรายขาวแต่ละที่ต่างกัน)
ใบเตย 2-3 ใบ",#NAME?,MT002
M039,ข้าวต้มมัดสูตรโบราณ,"กล้วยน้ำว้า, ข้าวเหนียว, หัวกะทิ, ถั่วดำ, น้ำตาลทรายขาว, เกลือ","กล้วยน้ำว้า 1 หวี
ข้าวเหนียว 500 กรัม
หัวกะทิ 400 กรัม
ถั่วดำ 50 กรัม
น้ำตาลทรายขาวทราย 175 กรัม
เกลือ 9 กรัม (1 2/3 ช้อนชา)","-นำข้าวเหนียวล้างทำความสะอาด แช่น้ำอย่างน้อย 3 ชั่วโมง ส่วนถั่วดำนำแช่น้ำข้ามคืน
-นำถั่วดำมาสะเด็ดน้ำจากนั้นต้มในน้ำเดือดจนถั่วดำสุกนิ่มตามต้องการ นำมาพักไว้
-นำข้าวเหนียวมาสะเด็ดน้ำพักไว้ ตามด้วยหัวกระทิ เกลือ นำไปผัดด้วยไฟกลาง จนกระทิงวดแห้งและเคลือบข้าวเหนียวดี
-จากนั้นใส่น้ำตาลทรายขาวทรายลงไป ผัดจนน้ำตาลทรายขาวทรายละลาย และข้าวเหนียวใสด้านนอกและยังเป็นไตด้านใน พักรอให้คลายร้อน
-เตรียมกล้วย จากนั้นนำไปห่อ (วิธีห่อดูได้ในคลิป)
-ตั้งน้ำให้เดือดจัดได้ที่ นำข้าวต้มมัดลงไปต้ม พยายามจัดให้ข้าวต้มมัดเป็นแนวตั้งไว้
-ใช้เวลาต้มประมาณ 1.30 ชั่วโมง ด้วยไฟแรงตลอด เมื่อครบเวลาแล้วนำขึ้นมาพักให้เย็น เป็นอันเสร็จ",MT002
M040,ลูกตาลลอยแก้ว,"ลูกตาล, น้ำตาลทรายขาว, น้ำ","ลูกตาล 1 โล (1 ถุง)
น้ำตาลทรายขาว 6 ชต
น้ำเปล่า 2.5 ถ้วย",#NAME?,MT002
M041,วุ้นน้ำแดง,"น้ำ, น้ำตาลทรายขาว, น้ำแดง, ผงวุ้น","น้ำเปล่า 1,000 มิลลิลิตร
น้ำตาลทรายขาวทราย 80 กรัม 
น้ำแดง 8 ช้อนโต๊ะ 
ผงวุ้นตรานางเงือก 1 ช้อนโต๊ะ
แม่พิมพ์ หรือถ้วยพิมพ์พลาสติก","-ใส่น้ำเปล่า 1,000 มิลลิลิตร ลงในหม้อ จากนั้นเทผงวุ้นตรานางเงือก 1 ช้อนโต๊ะ ตามลงไป โดยโรยให้ผงวุ้นกระจายตัวไม่จับเป็นก้อน และพักทิ้งไว้ให้วุ้นอิ่มน้ำประมาณ 15-20 นาที เพื่อไม่ให้วุ้นคายน้ำภายหลัง
-เมื่อผงวุ้นเริ่มอิ่มน้ำให้นำขึ้นตั้งไฟด้วยไฟกลาง และคนไปเรื่อยๆ เพื่อให้ผงวุ้นละลายได้ดี และไม่ให้ติดก้นหม้อ แล้วต้มต่อไปเรื่อยๆ จนกว่าจะไม่มีผงวุ้นติดขึ้นมาตามด้ามทัพพี
-เมื่อผงวุ้นละลายดีแล้วจึงใส่น้ำตาลทรายขาวทรายลงไป 80 กรัม พร้อมคนให้น้ำตาลทรายขาวละลายให้ดี
-ใส่น้ำหวานเข้มข้นสีแดง 8 ช้อนโต๊ะ เมื่อใส่ลงไปแล้วสามารถลองชิมได้ว่ามีความหวานในระดับที่พอใจหรือไม่ โดยสามารถปรับลดได้ในขั้นตอนนี้เลย
-ปิดไฟ และพักทิ้งไว้ให้คลายร้อนก่อนนำมาเทใส่แม่พิมพ์ หรือถ้วยวุ้นพลาสติก (หากเป็นแม่พิมพ์ถาดที่ทนความร้อนได้ ไม่จำเป็นต้องพักคลายร้อน) ถ้าหากมีฟองอยู่บนหน้าวุ้นสามารถใช้ช้อนตักออกได้
-พักวุ้นทิ้งไว้ที่อุณหภูมิห้องรอให้เซ็ตตัวประมาณ 30 นาที หลังจากนั้นจึงนำเข้าตู้เย็นประมาณ 3 ชั่วโมง เพื่อให้วุ้นเย็นและเซ็ตตัวดียิ่งขึ้น",MT002
M042,บัวลอยมะพร้าวอ่อน,"แป้งข้าวเหนียว, น้ำมะพร้าวอ่อน, น้ำ, สีธรรมชาติ, กะทิ, น้ำตาลปี๊บ, เกลือ, ใบเตย, เนื้อมะพร้าวอ่อน","แป้งข้าวเหนียว 1 ถ้วย
น้ำมะพร้าวอ่อน หรือน้ำเปล่า ¼ ถ้วย (ค่อย ๆ ใส่)
สีธรรมชาติ
กะทิ 2 ถ้วย
น้ำตาลปี๊บ ½ ถ้วย
เกลือ ½ ช้อนชา
ใบเตย 3 ใบ (มัดรวม)
เนื้อมะพร้าวอ่อน 1 ลูก (ขูดเป็นเส้น)","-ทำแป้งบัวลอย
นวดแป้งข้าวเหนียวกับน้ำมะพร้าวอ่อน (หรือสีธรรมชาติที่ต้องการ) ค่อย ๆ ใส่น้ำจนแป้งเนียน ไม่แห้งหรือเหลวจนเกินไป
ปั้นแป้งเป็นก้อนกลมเล็ก ๆ ขนาดประมาณเม็ดไข่มุก
ต้มน้ำให้เดือด แล้วใส่บัวลอยลงไปต้มจนลอยขึ้น ตักขึ้นแล้วนำไปแช่น้ำเย็น (เพื่อให้เนื้อหนึบขึ้น)
-ทำน้ำกะทิ
ตั้งหม้อ ใส่กะทิ น้ำตาลปี๊บ เกลือ และใบเตยลงไป ต้มไฟอ่อน คนให้น้ำตาลทรายขาวละลายดี อย่าใช้ไฟแรงเพราะกะทิอาจแตกมัน
ใส่เนื้อมะพร้าวอ่อนลงไป คนให้เข้ากัน
-รวมบัวลอยและน้ำกะทิ
ใส่เม็ดบัวลอยที่ต้มไว้ลงไปในน้ำกะทิ คนเบา ๆ
ถ้าชอบไข่หวาน ตอกไข่ลงไปต้มในน้ำกะทิ (คล้ายไข่ลวก)
ปิดไฟ ตักใส่ถ้วย โรยงาขาวคั่ว พร้อมเสิร์ฟ!",MT002
M043,ขนมชั้นใบเตย,"แป้งมัน, แป้งท้าวยายม่อม, แป้งข้าวเจ้า, น้ำตาลทรายขาว, เกลือ, กะทิ, น้ำใบเตย, น้ำ, กลิ่นสังเคราะห์กลิ่นมะลิ","แป้งมัน 240กรัม
แป้งท้าวยายม่อม 100 กรัม
แป้งข้าวเจ้า 60 กรัม
น้ำตาลทรายขาวทราย 400 กรัม
เกลือ 1 ช้อนชา
กะทิ 600 กรัม
น้ำใบเตย 2 ถ้วยตวง
น้ำเปล่า 2 ถ้วยตวง
กลิ่นสังเคราะห์กลิ่นมะลิ 1 ช้อนชา","-นำกะทิ+น้ำตาลทรายขาวทราย+เกลือ ใส่หม้อขึ้นตั้งไฟอ่อนคนจนน้ำตาลทรายขาวละลายไม่ต้องเดือด ปิดไฟ พักไว้
-เตรียมแป้งทั้งหมด ร่อนรวมกันในภาชนะ ทำยอยใส่กะทิที่ต้มแล้วนวดแป้งให้เข้ากันประมาณ15-20นาที(สำคัญเพื่อความเงามัน)พอนวดได้ที่ค่อทะยอยใส่กะทิที่เหลือ
-แบ่งแป้งออกเป็น2ส่วน เท่าๆกัน ส่วนที่ 1 ใส่น้ำใบเตย อีกส่วน ใส่น้ำเปล่า คนให้เข้ากัน
-ตั้งซึ้งเตรียมนึ่ง หยอกชั้นแรกด้วยสีขาว นึ่งไฟ 4 นาที หยอดชั้นที่2 นึ่งไฟ5นาที หยอดชั้นที่3นึ่ง 6 นาที หยอดชั้นที่4นึ่งไฟ 6 นาที หยอดชั้นสุดท้ายนึ่งไฟ 6 นาที *หยอดสลับสี
-รอให้เย็นสนิทแช้วค่อยแกะจากพิมพ์",MT002
